global_sales_in_millions,na_sales_in_millions,pal_sales_in_millions,japan_sales_in_millions,other_sales_in_millions,total_shipped_in_millions,game_id
0.64,0.25,0.25,0.0,0.15,0.0,530
0.63,0.35,0.24,0.0,0.04,0.0,531
0.63,0.55,0.03,0.0,0.05,0.0,532
0.63,0.46,0.09,0.0,0.09,0.0,533
0.63,0.37,0.2,0.0,0.06,0.0,534
0.63,0.35,0.21,0.01,0.06,0.0,535
0.63,0.29,0.28,0.0,0.06,0.0,536
0.63,0.58,0.04,0.0,0.01,0.0,537
0.0,0.0,0.0,0.0,0.0,0.63,538
0.63,0.34,0.23,0.0,0.06,0.0,539
0.62,0.43,0.14,0.0,0.06,0.0,540
0.62,0.38,0.22,0.0,0.03,0.0,541
0.62,0.0,0.04,0.57,0.01,0.0,542
0.62,0.3,0.23,0.0,0.09,0.0,543
0.62,0.38,0.1,0.12,0.02,0.0,544
0.62,0.58,0.03,0.0,0.01,0.0,545
0.62,0.3,0.26,0.0,0.06,0.0,546
0.62,0.2,0.34,0.0,0.07,0.0,547
0.61,0.02,0.02,0.57,0.01,0.0,548
0.0,0.0,0.0,0.0,0.0,0.61,549
0.61,0.34,0.23,0.0,0.04,0.0,550
0.61,0.44,0.16,0.0,0.01,0.0,551
0.61,0.22,0.25,0.0,0.14,0.0,552
0.61,0.43,0.16,0.0,0.01,0.0,553
0.6,0.36,0.14,0.0,0.11,0.0,554
0.6,0.5,0.02,0.0,0.08,0.0,555
0.6,0.06,0.3,0.21,0.03,0.0,556
0.6,0.51,0.04,0.0,0.05,0.0,557
0.0,0.0,0.0,0.0,0.0,0.6,558
0.59,0.39,0.15,0.0,0.05,0.0,559
0.59,0.55,0.03,0.0,0.01,0.0,560
0.59,0.16,0.34,0.0,0.09,0.0,561
0.0,0.0,0.0,0.0,0.0,0.59,562
0.59,0.33,0.22,0.0,0.04,0.0,563
0.59,0.3,0.22,0.0,0.06,0.0,564
0.59,0.24,0.28,0.0,0.06,0.0,565
0.58,0.33,0.2,0.0,0.05,0.0,566
0.58,0.29,0.22,0.0,0.07,0.0,567
0.58,0.5,0.03,0.0,0.05,0.0,568
0.58,0.18,0.34,0.0,0.07,0.0,569
0.58,0.22,0.26,0.01,0.09,0.0,570
0.58,0.35,0.18,0.0,0.05,0.0,571
0.58,0.28,0.22,0.0,0.07,0.0,572
0.58,0.38,0.14,0.0,0.05,0.0,573
0.58,0.31,0.19,0.02,0.06,0.0,574
0.58,0.52,0.02,0.0,0.04,0.0,575
0.58,0.32,0.22,0.0,0.04,0.0,576
0.58,0.5,0.03,0.0,0.05,0.0,577
0.57,0.16,0.32,0.0,0.09,0.0,578
0.57,0.0,0.0,0.57,0.0,0.0,579
0.57,0.21,0.23,0.0,0.13,0.0,580
0.57,0.14,0.25,0.11,0.07,0.0,581
0.57,0.32,0.2,0.0,0.05,0.0,582
0.57,0.11,0.33,0.0,0.13,0.0,583
0.57,0.41,0.15,0.0,0.01,0.0,584
0.57,0.22,0.02,0.0,0.33,0.0,585
0.57,0.27,0.24,0.0,0.06,0.0,586
0.0,0.0,0.0,0.0,0.0,0.57,587
0.57,0.0,0.0,0.57,0.0,0.0,588
0.57,0.37,0.14,0.0,0.05,0.0,589
0.57,0.11,0.08,0.35,0.03,0.0,590
0.57,0.52,0.0,0.0,0.04,0.0,591
0.57,0.19,0.15,0.17,0.05,0.0,592
0.57,0.31,0.21,0.0,0.04,0.0,593
0.57,0.29,0.2,0.03,0.05,0.0,594
0.56,0.44,0.11,0.0,0.02,0.0,595
0.56,0.22,0.25,0.0,0.09,0.0,596
0.56,0.31,0.21,0.0,0.04,0.0,597
0.56,0.21,0.22,0.05,0.09,0.0,598
0.56,0.39,0.09,0.07,0.01,0.0,599
0.56,0.27,0.21,0.0,0.07,0.0,600
0.56,0.2,0.31,0.0,0.04,0.0,601
0.56,0.27,0.21,0.0,0.07,0.0,602
0.56,0.24,0.23,0.01,0.08,0.0,603
0.56,0.29,0.17,0.04,0.05,0.0,604
0.55,0.34,0.01,0.15,0.06,0.0,605
0.55,0.42,0.11,0.0,0.02,0.0,606
0.55,0.31,0.21,0.0,0.04,0.0,607
0.55,0.21,0.16,0.12,0.05,0.0,608
0.55,0.31,0.18,0.0,0.06,0.0,609
0.55,0.17,0.16,0.19,0.03,0.0,610
0.55,0.0,0.0,0.55,0.0,0.0,611
0.55,0.39,0.15,0.0,0.01,0.0,612
0.55,0.27,0.23,0.0,0.05,0.0,613
0.54,0.11,0.05,0.36,0.02,0.0,614
0.54,0.36,0.0,0.0,0.19,0.0,615
0.54,0.3,0.19,0.0,0.05,0.0,616
0.54,0.01,0.45,0.0,0.07,0.0,617
0.54,0.31,0.18,0.0,0.05,0.0,618
0.54,0.5,0.03,0.0,0.01,0.0,619
0.54,0.43,0.1,0.0,0.01,0.0,620
0.54,0.22,0.27,0.0,0.05,0.0,621
0.0,0.0,0.0,0.0,0.0,0.54,622
0.54,0.25,0.23,0.0,0.06,0.0,623
0.0,0.0,0.0,0.0,0.0,0.54,624
0.54,0.26,0.2,0.0,0.07,0.0,625
0.53,0.18,0.27,0.0,0.09,0.0,626
0.53,0.3,0.19,0.0,0.05,0.0,627
0.53,0.26,0.22,0.0,0.05,0.0,628
0.53,0.34,0.17,0.0,0.02,0.0,629
0.53,0.32,0.19,0.0,0.01,0.0,630
0.53,0.31,0.19,0.0,0.03,0.0,631
0.53,0.43,0.09,0.0,0.01,0.0,632
0.53,0.31,0.17,0.0,0.05,0.0,633
0.53,0.19,0.21,0.0,0.13,0.0,634
0.53,0.49,0.0,0.0,0.04,0.0,635
0.53,0.26,0.2,0.0,0.07,0.0,636
0.53,0.41,0.11,0.0,0.01,0.0,637
0.53,0.44,0.02,0.0,0.07,0.0,638
0.52,0.22,0.16,0.04,0.1,0.0,639
0.52,0.18,0.14,0.16,0.05,0.0,640
0.52,0.47,0.01,0.0,0.04,0.0,641
0.52,0.29,0.2,0.0,0.03,0.0,642
0.52,0.25,0.19,0.02,0.06,0.0,643
0.52,0.18,0.08,0.22,0.04,0.0,644
0.52,0.47,0.0,0.0,0.04,0.0,645
0.52,0.32,0.13,0.0,0.07,0.0,646
0.52,0.11,0.22,0.11,0.06,0.0,647
0.51,0.13,0.1,0.25,0.03,0.0,648
0.51,0.36,0.04,0.08,0.04,0.0,649
0.51,0.27,0.19,0.0,0.05,0.0,650
0.51,0.35,0.12,0.0,0.05,0.0,651
0.51,0.21,0.26,0.0,0.04,0.0,652
0.51,0.17,0.24,0.0,0.09,0.0,653
0.51,0.18,0.0,0.3,0.02,0.0,654
0.51,0.47,0.0,0.0,0.04,0.0,655
0.51,0.22,0.14,0.1,0.04,0.0,656
0.51,0.26,0.2,0.0,0.05,0.0,657
0.5,0.17,0.28,0.0,0.06,0.0,658
0.5,0.47,0.03,0.0,0.01,0.0,659
0.5,0.0,0.0,0.5,0.0,0.0,660
0.5,0.08,0.24,0.12,0.06,0.0,661
0.5,0.19,0.23,0.0,0.09,0.0,662
0.5,0.25,0.19,0.0,0.06,0.0,663
0.5,0.24,0.18,0.0,0.07,0.0,664
0.5,0.25,0.19,0.0,0.06,0.0,665
0.5,0.4,0.09,0.0,0.01,0.0,666
0.0,0.0,0.0,0.0,0.0,0.5,667
0.5,0.3,0.15,0.0,0.05,0.0,668
0.5,0.29,0.16,0.0,0.05,0.0,669
0.5,0.43,0.02,0.02,0.03,0.0,670
0.5,0.24,0.19,0.0,0.06,0.0,671
0.5,0.26,0.15,0.05,0.04,0.0,672
0.5,0.41,0.02,0.03,0.04,0.0,673
0.5,0.41,0.02,0.0,0.07,0.0,674
0.5,0.41,0.01,0.0,0.07,0.0,675
0.5,0.31,0.1,0.05,0.04,0.0,676
0.5,0.46,0.03,0.0,0.01,0.0,677
0.5,0.46,0.03,0.0,0.01,0.0,678
0.49,0.09,0.07,0.32,0.03,0.0,679
0.49,0.3,0.12,0.03,0.04,0.0,680
0.49,0.41,0.01,0.0,0.07,0.0,681
0.49,0.35,0.13,0.0,0.01,0.0,682
0.0,0.0,0.0,0.0,0.0,0.49,683
0.0,0.0,0.0,0.0,0.0,0.49,684
0.49,0.25,0.01,0.0,0.22,0.0,685
0.49,0.27,0.18,0.0,0.03,0.0,686
0.49,0.17,0.16,0.12,0.03,0.0,687
0.0,0.0,0.0,0.0,0.0,0.49,688
0.48,0.4,0.02,0.0,0.07,0.0,689
0.48,0.35,0.13,0.0,0.01,0.0,690
0.48,0.26,0.18,0.0,0.04,0.0,691
0.48,0.31,0.12,0.02,0.04,0.0,692
0.48,0.24,0.2,0.0,0.05,0.0,693
0.48,0.23,0.16,0.0,0.08,0.0,694
0.48,0.2,0.21,0.0,0.07,0.0,695
0.48,0.42,0.02,0.0,0.04,0.0,696
0.0,0.0,0.0,0.0,0.0,0.48,697
0.48,0.29,0.09,0.03,0.08,0.0,698
0.48,0.26,0.17,0.0,0.04,0.0,699
0.48,0.43,0.01,0.0,0.03,0.0,700
0.47,0.45,0.02,0.0,0.01,0.0,701
0.47,0.14,0.01,0.31,0.02,0.0,702
0.47,0.39,0.02,0.0,0.06,0.0,703
0.47,0.2,0.23,0.0,0.05,0.0,704
0.47,0.26,0.18,0.0,0.03,0.0,705
0.0,0.0,0.0,0.0,0.0,0.47,706
0.47,0.44,0.02,0.0,0.0,0.0,707
0.47,0.37,0.01,0.07,0.02,0.0,708
0.47,0.26,0.13,0.0,0.08,0.0,709
0.47,0.05,0.09,0.3,0.03,0.0,710
0.47,0.43,0.01,0.0,0.04,0.0,711
0.47,0.43,0.0,0.0,0.04,0.0,712
0.47,0.23,0.16,0.0,0.08,0.0,713
0.47,0.33,0.12,0.0,0.01,0.0,714
0.47,0.3,0.08,0.07,0.01,0.0,715
0.46,0.43,0.03,0.0,0.0,0.0,716
0.46,0.3,0.12,0.0,0.04,0.0,717
0.46,0.2,0.15,0.06,0.05,0.0,718
0.46,0.09,0.25,0.0,0.12,0.0,719
0.46,0.42,0.0,0.0,0.04,0.0,720
0.46,0.38,0.01,0.0,0.06,0.0,721
0.46,0.43,0.03,0.0,0.0,0.0,722
0.46,0.22,0.18,0.0,0.06,0.0,723
0.46,0.33,0.12,0.0,0.01,0.0,724
0.46,0.37,0.0,0.0,0.09,0.0,725
0.46,0.21,0.15,0.07,0.03,0.0,726
0.0,0.0,0.0,0.0,0.0,0.45,727
0.45,0.34,0.09,0.02,0.01,0.0,728
0.45,0.29,0.13,0.0,0.04,0.0,729
0.45,0.22,0.17,0.0,0.06,0.0,730
0.45,0.0,0.0,0.45,0.0,0.0,731
0.45,0.42,0.03,0.0,0.0,0.0,732
0.45,0.03,0.02,0.38,0.02,0.0,733
0.45,0.21,0.21,0.0,0.04,0.0,734
0.45,0.39,0.02,0.0,0.03,0.0,735
0.45,0.25,0.17,0.0,0.03,0.0,736
0.45,0.36,0.08,0.0,0.01,0.0,737
0.45,0.39,0.02,0.01,0.04,0.0,738
0.45,0.42,0.02,0.0,0.0,0.0,739
0.45,0.0,0.0,0.42,0.03,0.0,740
0.45,0.41,0.0,0.0,0.03,0.0,741
0.45,0.04,0.03,0.36,0.01,0.0,742
0.45,0.21,0.2,0.0,0.04,0.0,743
0.45,0.42,0.03,0.0,0.0,0.0,744
0.45,0.27,0.13,0.01,0.04,0.0,745
0.45,0.25,0.15,0.0,0.04,0.0,746
0.44,0.32,0.08,0.0,0.04,0.0,747
0.44,0.22,0.17,0.0,0.06,0.0,748
0.44,0.19,0.09,0.11,0.05,0.0,749
0.44,0.22,0.17,0.0,0.06,0.0,750
0.44,0.28,0.12,0.0,0.04,0.0,751
0.44,0.26,0.14,0.0,0.04,0.0,752
0.44,0.26,0.14,0.0,0.04,0.0,753
0.44,0.22,0.17,0.0,0.06,0.0,754
0.44,0.24,0.17,0.0,0.04,0.0,755
0.44,0.33,0.1,0.0,0.02,0.0,756
0.44,0.16,0.21,0.0,0.07,0.0,757
0.44,0.33,0.1,0.0,0.02,0.0,758
0.44,0.33,0.1,0.0,0.02,0.0,759
0.44,0.16,0.23,0.0,0.05,0.0,760
0.44,0.12,0.2,0.05,0.08,0.0,761
0.44,0.19,0.2,0.0,0.05,0.0,762
0.44,0.25,0.15,0.0,0.04,0.0,763
0.44,0.24,0.17,0.0,0.03,0.0,764
0.44,0.09,0.02,0.32,0.01,0.0,765
0.44,0.26,0.13,0.0,0.05,0.0,766
0.44,0.31,0.12,0.0,0.01,0.0,767
0.44,0.26,0.13,0.0,0.04,0.0,768
0.44,0.31,0.12,0.0,0.01,0.0,769
0.44,0.19,0.18,0.0,0.07,0.0,770
0.44,0.31,0.12,0.0,0.01,0.0,771
0.44,0.18,0.18,0.0,0.07,0.0,772
0.44,0.0,0.0,0.44,0.0,0.0,773
0.43,0.21,0.17,0.0,0.06,0.0,774
0.43,0.31,0.12,0.0,0.01,0.0,775
0.43,0.4,0.02,0.0,0.0,0.0,776
0.43,0.25,0.14,0.0,0.04,0.0,777
0.43,0.15,0.04,0.0,0.24,0.0,778
0.43,0.21,0.16,0.0,0.06,0.0,779
0.43,0.2,0.12,0.06,0.05,0.0,780
0.43,0.16,0.19,0.0,0.07,0.0,781
0.43,0.21,0.16,0.0,0.05,0.0,782
0.43,0.13,0.23,0.0,0.07,0.0,783
0.43,0.13,0.19,0.0,0.11,0.0,784
0.42,0.39,0.0,0.0,0.03,0.0,785
0.0,0.0,0.0,0.0,0.0,0.42,786
0.42,0.27,0.11,0.0,0.04,0.0,787
0.42,0.15,0.17,0.0,0.1,0.0,788
0.42,0.15,0.18,0.03,0.06,0.0,789
0.42,0.22,0.16,0.0,0.04,0.0,790
0.42,0.0,0.0,0.42,0.0,0.0,791
0.42,0.24,0.16,0.0,0.03,0.0,792
0.42,0.27,0.1,0.0,0.05,0.0,793
0.42,0.21,0.16,0.0,0.05,0.0,794
0.42,0.21,0.16,0.0,0.05,0.0,795
0.42,0.3,0.11,0.0,0.01,0.0,796
0.42,0.42,0.0,0.0,0.0,0.0,797
0.42,0.23,0.15,0.0,0.04,0.0,798
0.42,0.21,0.16,0.0,0.05,0.0,799
0.0,0.0,0.0,0.0,0.0,0.42,800
0.42,0.34,0.07,0.0,0.0,0.0,801
0.42,0.12,0.21,0.02,0.06,0.0,802
0.42,0.18,0.14,0.05,0.05,0.0,803
0.42,0.31,0.09,0.0,0.01,0.0,804
0.42,0.2,0.16,0.0,0.05,0.0,805
0.42,0.2,0.16,0.0,0.05,0.0,806
0.41,0.41,0.0,0.0,0.0,0.0,807
0.41,0.34,0.01,0.0,0.06,0.0,808
0.41,0.21,0.12,0.03,0.05,0.0,809
0.41,0.21,0.13,0.0,0.07,0.0,810
0.41,0.23,0.16,0.0,0.03,0.0,811
0.41,0.27,0.08,0.0,0.07,0.0,812
0.41,0.0,0.0,0.41,0.0,0.0,813
0.41,0.2,0.16,0.0,0.05,0.0,814
0.41,0.33,0.07,0.0,0.0,0.0,815
0.41,0.2,0.16,0.0,0.05,0.0,816
0.41,0.17,0.15,0.0,0.08,0.0,817
0.41,0.28,0.09,0.0,0.04,0.0,818
0.41,0.19,0.18,0.0,0.04,0.0,819
0.41,0.31,0.08,0.0,0.01,0.0,820
0.41,0.34,0.01,0.0,0.06,0.0,821
0.41,0.21,0.15,0.0,0.04,0.0,822
0.41,0.2,0.15,0.0,0.05,0.0,823
0.4,0.36,0.02,0.0,0.03,0.0,824
0.4,0.38,0.02,0.0,0.0,0.0,825
0.4,0.38,0.02,0.0,0.0,0.0,826
0.4,0.36,0.01,0.0,0.03,0.0,827
0.4,0.37,0.02,0.0,0.0,0.0,828
0.4,0.0,0.0,0.4,0.0,0.0,829
0.4,0.29,0.11,0.0,0.01,0.0,830
0.4,0.31,0.08,0.0,0.01,0.0,831
0.4,0.27,0.01,0.09,0.03,0.0,832
0.4,0.18,0.18,0.0,0.04,0.0,833
0.4,0.19,0.15,0.0,0.06,0.0,834
0.4,0.29,0.11,0.0,0.01,0.0,835
0.4,0.31,0.08,0.0,0.01,0.0,836
0.4,0.29,0.11,0.0,0.01,0.0,837
0.4,0.32,0.03,0.01,0.04,0.0,838
0.4,0.21,0.15,0.0,0.03,0.0,839
0.4,0.24,0.12,0.0,0.04,0.0,840
0.4,0.22,0.14,0.0,0.04,0.0,841
0.4,0.2,0.11,0.04,0.03,0.0,842
0.39,0.22,0.14,0.0,0.04,0.0,843
0.39,0.12,0.22,0.0,0.05,0.0,844
0.39,0.13,0.2,0.0,0.07,0.0,845
0.39,0.19,0.15,0.0,0.05,0.0,846
0.39,0.26,0.11,0.0,0.02,0.0,847
0.39,0.28,0.1,0.0,0.01,0.0,848
0.39,0.15,0.19,0.0,0.04,0.0,849
0.39,0.19,0.17,0.0,0.03,0.0,850
0.39,0.14,0.19,0.0,0.07,0.0,851
0.39,0.37,0.02,0.0,0.0,0.0,852
0.39,0.39,0.0,0.0,0.0,0.0,853
0.39,0.38,0.01,0.0,0.0,0.0,854
0.39,0.31,0.07,0.0,0.0,0.0,855
0.39,0.32,0.0,0.0,0.07,0.0,856
0.39,0.18,0.17,0.0,0.04,0.0,857
0.39,0.19,0.15,0.0,0.05,0.0,858
0.39,0.19,0.15,0.0,0.05,0.0,859
0.39,0.25,0.1,0.0,0.04,0.0,860
0.39,0.18,0.14,0.0,0.06,0.0,861
0.39,0.29,0.06,0.01,0.03,0.0,862
0.39,0.18,0.15,0.0,0.06,0.0,863
0.39,0.21,0.04,0.09,0.05,0.0,864
0.39,0.36,0.02,0.0,0.0,0.0,865
0.39,0.14,0.16,0.0,0.08,0.0,866
0.38,0.19,0.15,0.0,0.05,0.0,867
0.38,0.25,0.1,0.0,0.03,0.0,868
0.38,0.14,0.18,0.0,0.07,0.0,869
0.38,0.19,0.15,0.0,0.05,0.0,870
0.38,0.27,0.1,0.0,0.01,0.0,871
0.38,0.19,0.15,0.0,0.05,0.0,872
0.38,0.22,0.13,0.0,0.03,0.0,873
0.38,0.16,0.16,0.0,0.05,0.0,874
0.38,0.21,0.14,0.0,0.02,0.0,875
0.38,0.18,0.13,0.0,0.08,0.0,876
0.38,0.27,0.1,0.0,0.01,0.0,877
0.38,0.0,0.0,0.36,0.02,0.0,878
0.38,0.32,0.01,0.0,0.05,0.0,879
0.38,0.28,0.08,0.0,0.01,0.0,880
0.0,0.0,0.0,0.0,0.0,0.38,881
0.38,0.12,0.0,0.0,0.26,0.0,882
0.38,0.25,0.1,0.0,0.03,0.0,883
0.38,0.35,0.02,0.0,0.0,0.0,884
0.37,0.16,0.18,0.0,0.03,0.0,885
0.37,0.0,0.0,0.37,0.0,0.0,886
0.37,0.29,0.07,0.0,0.01,0.0,887
0.37,0.09,0.18,0.01,0.1,0.0,888
0.37,0.18,0.14,0.0,0.05,0.0,889
0.37,0.14,0.2,0.0,0.03,0.0,890
0.37,0.31,0.01,0.0,0.05,0.0,891
0.37,0.1,0.19,0.03,0.06,0.0,892
0.37,0.1,0.06,0.17,0.03,0.0,893
0.0,0.0,0.0,0.0,0.0,0.37,894
0.37,0.3,0.06,0.0,0.0,0.0,895
0.37,0.35,0.02,0.0,0.0,0.0,896
0.37,0.08,0.06,0.19,0.03,0.0,897
0.37,0.19,0.12,0.0,0.06,0.0,898
0.37,0.27,0.07,0.01,0.03,0.0,899
0.37,0.16,0.17,0.0,0.04,0.0,900
0.36,0.13,0.17,0.0,0.06,0.0,901
0.36,0.16,0.12,0.03,0.06,0.0,902
0.36,0.24,0.09,0.01,0.03,0.0,903
0.36,0.18,0.14,0.0,0.05,0.0,904
0.36,0.26,0.1,0.0,0.01,0.0,905
0.36,0.0,0.0,0.34,0.02,0.0,906
0.36,0.26,0.1,0.0,0.01,0.0,907
0.36,0.15,0.11,0.08,0.02,0.0,908
0.36,0.09,0.05,0.18,0.03,0.0,909
0.36,0.27,0.08,0.0,0.01,0.0,910
0.36,0.25,0.1,0.0,0.01,0.0,911
0.36,0.07,0.02,0.23,0.04,0.0,912
0.36,0.29,0.06,0.0,0.0,0.0,913
0.36,0.04,0.05,0.25,0.03,0.0,914
0.36,0.3,0.03,0.0,0.03,0.0,915
0.36,0.18,0.08,0.08,0.03,0.0,916
0.36,0.24,0.09,0.0,0.03,0.0,917
0.36,0.33,0.0,0.0,0.03,0.0,918
0.36,0.0,0.0,0.36,0.0,0.0,919
0.36,0.12,0.15,0.0,0.08,0.0,920
0.36,0.24,0.07,0.0,0.05,0.0,921
0.36,0.33,0.02,0.0,0.0,0.0,922
0.35,0.13,0.16,0.0,0.06,0.0,923
0.35,0.18,0.12,0.0,0.05,0.0,924
0.35,0.2,0.13,0.0,0.02,0.0,925
0.35,0.17,0.13,0.0,0.05,0.0,926
0.35,0.25,0.09,0.0,0.01,0.0,927
0.35,0.11,0.18,0.0,0.06,0.0,928
0.35,0.25,0.09,0.0,0.01,0.0,929
0.0,0.0,0.0,0.0,0.0,0.35,930
0.35,0.19,0.13,0.0,0.02,0.0,931
0.35,0.32,0.0,0.0,0.02,0.0,932
0.0,0.0,0.0,0.0,0.0,0.35,933
0.0,0.0,0.0,0.0,0.0,0.35,934
0.0,0.0,0.0,0.0,0.0,0.35,935
0.35,0.3,0.01,0.0,0.03,0.0,936
0.34,0.14,0.15,0.0,0.06,0.0,937
0.34,0.3,0.01,0.01,0.03,0.0,938
0.34,0.11,0.09,0.12,0.03,0.0,939
0.34,0.16,0.15,0.0,0.04,0.0,940
0.0,0.0,0.0,0.0,0.0,0.34,941
0.34,0.25,0.09,0.0,0.01,0.0,942
0.34,0.32,0.02,0.0,0.0,0.0,943
0.34,0.32,0.02,0.0,0.0,0.0,944
0.34,0.32,0.02,0.0,0.0,0.0,945
0.34,0.31,0.0,0.0,0.03,0.0,946
0.34,0.31,0.0,0.0,0.02,0.0,947
0.34,0.13,0.15,0.0,0.05,0.0,948
0.34,0.32,0.02,0.0,0.0,0.0,949
0.34,0.27,0.02,0.02,0.03,0.0,950
0.34,0.32,0.02,0.0,0.0,0.0,951
0.34,0.19,0.13,0.0,0.02,0.0,952
0.34,0.14,0.03,0.15,0.02,0.0,953
0.34,0.26,0.07,0.0,0.01,0.0,954
0.34,0.1,0.18,0.0,0.05,0.0,955
0.34,0.14,0.16,0.0,0.03,0.0,956
0.34,0.04,0.03,0.25,0.01,0.0,957
0.34,0.19,0.13,0.0,0.02,0.0,958
0.34,0.29,0.02,0.0,0.03,0.0,959
0.33,0.19,0.11,0.0,0.03,0.0,960
0.33,0.0,0.0,0.33,0.0,0.0,961
0.33,0.0,0.0,0.33,0.0,0.0,962
0.33,0.1,0.18,0.0,0.05,0.0,963
0.33,0.12,0.18,0.0,0.04,0.0,964
0.33,0.17,0.13,0.0,0.03,0.0,965
0.33,0.21,0.09,0.0,0.03,0.0,966
0.33,0.19,0.13,0.0,0.02,0.0,967
0.33,0.17,0.13,0.0,0.03,0.0,968
0.33,0.14,0.14,0.02,0.03,0.0,969
0.33,0.25,0.07,0.0,0.01,0.0,970
0.33,0.3,0.01,0.0,0.03,0.0,971
0.33,0.16,0.13,0.0,0.04,0.0,972
0.33,0.15,0.16,0.0,0.03,0.0,973
0.33,0.24,0.09,0.0,0.01,0.0,974
0.33,0.09,0.07,0.14,0.03,0.0,975
0.33,0.05,0.04,0.23,0.01,0.0,976
0.0,0.0,0.0,0.0,0.0,0.33,977
0.33,0.29,0.01,0.0,0.03,0.0,978
0.33,0.26,0.06,0.0,0.0,0.0,979
0.33,0.19,0.11,0.0,0.03,0.0,980
0.33,0.17,0.13,0.0,0.03,0.0,981
0.33,0.15,0.13,0.0,0.05,0.0,982
0.33,0.14,0.16,0.0,0.03,0.0,983
0.33,0.0,0.0,0.33,0.0,0.0,984
0.33,0.25,0.07,0.0,0.01,0.0,985
0.33,0.31,0.02,0.0,0.0,0.0,986
0.33,0.19,0.11,0.0,0.03,0.0,987
0.33,0.15,0.15,0.0,0.03,0.0,988
0.33,0.3,0.02,0.0,0.0,0.0,989
0.33,0.14,0.14,0.0,0.05,0.0,990
0.32,0.23,0.09,0.0,0.01,0.0,991
0.32,0.22,0.01,0.08,0.02,0.0,992
0.32,0.16,0.12,0.0,0.04,0.0,993
0.32,0.27,0.03,0.0,0.03,0.0,994
0.32,0.13,0.14,0.0,0.06,0.0,995
0.32,0.11,0.08,0.1,0.03,0.0,996
0.32,0.15,0.1,0.03,0.04,0.0,997
0.32,0.18,0.11,0.0,0.03,0.0,998
0.32,0.05,0.04,0.21,0.02,0.0,999
0.32,0.19,0.1,0.0,0.03,0.0,1000
0.32,0.26,0.04,0.0,0.03,0.0,1001
0.32,0.15,0.14,0.0,0.03,0.0,1002
0.32,0.16,0.12,0.0,0.04,0.0,1003
0.32,0.15,0.14,0.01,0.03,0.0,1004
0.32,0.23,0.08,0.0,0.01,0.0,1005
0.0,0.0,0.0,0.0,0.0,0.32,1006
0.32,0.15,0.12,0.0,0.05,0.0,1007
0.32,0.3,0.02,0.0,0.0,0.0,1008
0.32,0.11,0.15,0.0,0.05,0.0,1009
0.32,0.18,0.12,0.0,0.02,0.0,1010
0.32,0.27,0.02,0.0,0.02,0.0,1011
0.32,0.0,0.0,0.32,0.0,0.0,1012
0.31,0.08,0.15,0.0,0.09,0.0,1013
0.31,0.11,0.17,0.0,0.03,0.0,1014
0.31,0.17,0.11,0.0,0.03,0.0,1015
0.31,0.08,0.03,0.16,0.04,0.0,1016
0.31,0.04,0.18,0.0,0.1,0.0,1017
0.31,0.23,0.07,0.0,0.01,0.0,1018
0.31,0.23,0.07,0.0,0.01,0.0,1019
0.31,0.09,0.15,0.01,0.05,0.0,1020
0.31,0.29,0.0,0.0,0.02,0.0,1021
0.31,0.17,0.12,0.0,0.02,0.0,1022
0.31,0.23,0.07,0.0,0.01,0.0,1023
0.31,0.19,0.09,0.0,0.03,0.0,1024
0.31,0.22,0.08,0.0,0.01,0.0,1025
0.31,0.12,0.13,0.0,0.05,0.0,1026
0.0,0.0,0.0,0.0,0.0,0.31,1027
0.31,0.2,0.08,0.0,0.03,0.0,1028
0.31,0.2,0.08,0.0,0.03,0.0,1029
0.31,0.22,0.08,0.0,0.01,0.0,1030
0.31,0.05,0.19,0.0,0.07,0.0,1031
0.31,0.29,0.02,0.0,0.0,0.0,1032
0.31,0.28,0.01,0.0,0.02,0.0,1033
0.31,0.24,0.05,0.0,0.02,0.0,1034
0.31,0.29,0.02,0.0,0.0,0.0,1035
0.31,0.29,0.02,0.0,0.0,0.0,1036
0.31,0.15,0.12,0.0,0.04,0.0,1037
0.31,0.25,0.03,0.0,0.02,0.0,1038
0.31,0.15,0.12,0.0,0.04,0.0,1039
0.3,0.22,0.08,0.0,0.01,0.0,1040
0.3,0.06,0.05,0.17,0.02,0.0,1041
0.3,0.17,0.12,0.0,0.02,0.0,1042
0.3,0.14,0.07,0.07,0.02,0.0,1043
0.3,0.15,0.12,0.0,0.04,0.0,1044
0.3,0.08,0.17,0.03,0.02,0.0,1045
0.3,0.28,0.0,0.0,0.02,0.0,1046
0.3,0.16,0.04,0.08,0.02,0.0,1047
0.3,0.21,0.08,0.0,0.01,0.0,1048
0.3,0.17,0.11,0.0,0.02,0.0,1049
0.0,0.0,0.0,0.0,0.0,0.3,1050
0.3,0.15,0.06,0.06,0.02,0.0,1051
0.3,0.0,0.0,0.3,0.0,0.0,1052
0.3,0.17,0.09,0.0,0.03,0.0,1053
0.3,0.21,0.08,0.0,0.01,0.0,1054
0.3,0.26,0.02,0.0,0.02,0.0,1055
0.3,0.23,0.06,0.0,0.01,0.0,1056
0.3,0.23,0.04,0.0,0.02,0.0,1057
0.3,0.22,0.06,0.0,0.01,0.0,1058
0.3,0.24,0.03,0.0,0.02,0.0,1059
0.3,0.2,0.03,0.05,0.02,0.0,1060
0.3,0.16,0.1,0.0,0.03,0.0,1061
0.29,0.26,0.01,0.0,0.02,0.0,1062
